entry_time,exit_time,direction,entry_price,exit_price,exit_reason,base_score,strat_bonus,total_score,position_size,return_pct,mae,mfe,conditions
2024-01-29 12:36:00,2024-01-29 13:11:00,PUT,421.4563,421.0354,time_stop,3,0,3,0.25,0.0009986800529497776,-0.00028187975835222196,0.0009282101133617559,"consecutive_up, above_vwap, near_above_emas"
2024-01-30 09:30:00,2024-01-30 10:00:00,CALL,423.1449,422.6101,time_stop,3,0,3,0.25,-0.0012638696578879205,-3.497619846057395e-05,0.0008193410815065913,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-30 10:16:00,2024-01-30 10:51:00,PUT,422.6596,422.4764,time_stop,3,0,3,0.25,0.00043344573268890463,-0.0010545128987960713,0.0010074300926798726,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-30 10:57:00,2024-01-30 11:32:00,PUT,422.3328,422.7587,time_stop,4,0,4,0.25,-0.0010084464195060292,-0.0010084464195060292,0.00022044226733039117,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-30 12:36:00,2024-01-30 13:11:00,PUT,420.966,420.966,time_stop,3,0,3,0.25,0.0,-0.0004708218716000478,0.0011297824527396175,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-30 13:12:00,2024-01-30 13:47:00,PUT,420.9759,421.0552,time_stop,4,0,4,0.25,-0.00018837182841105457,-0.001364686197000827,0.0,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-31 09:30:00,2024-01-31 09:44:00,CALL,416.727,415.7862,stop_loss,3,0,3,0.25,-0.002257593100518967,-0.0014448307885017058,0.001639922539216336,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-31 09:45:00,2024-01-31 10:14:00,CALL,415.9595,415.3306,stop_loss,3,0,3,0.25,-0.0015119260408765454,-0.0008467170481741181,0.001311185343765509,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-31 10:25:00,2024-01-31 11:00:00,PUT,415.598,414.7758,time_stop,3,0,3,0.25,0.001978354082550949,0.0,0.0036463120611744996,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-31 11:01:00,2024-01-31 11:36:00,PUT,414.9443,415.1622,time_stop,3,0,3,0.25,-0.0005251307223643896,-0.0015753921670933059,0.00017906017747440758,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2024-01-31 12:02:00,2024-01-31 12:37:00,PUT,415.7465,415.3603,time_stop,4,0,4,0.25,0.0009289314522191545,-0.0007862964570957697,0.000691527168599189,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-01 09:30:00,2024-02-01 10:00:00,CALL,414.8948,414.2708,stop_loss,3,0,3,0.25,-0.0015039957116839422,-0.001026525278214998,0.0013128629233242605,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-02-01 10:04:00,2024-02-01 10:09:00,PUT,415.0532,415.9248,stop_loss,4,0,4,0.25,-0.00209997176265597,-0.0015511264580058625,0.00022647699138325902,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas"
2024-02-01 10:10:00,2024-02-01 10:45:00,PUT,415.9248,415.6674,time_stop,3,0,3,0.25,0.0006188618711844504,-0.0008573665239485947,0.002238385400437731,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-01 10:48:00,2024-02-01 11:04:00,PUT,415.6079,413.9678,target,3,0,3,0.25,0.003946267623882898,0.0,0.0037653278486765194,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-02-01 11:07:00,2024-02-01 11:42:00,PUT,414.4293,415.0235,time_stop,4,0,4,0.25,-0.001433778934066681,-0.0019117856773157968,0.0011232313931472027,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-02-02 09:30:00,2024-02-02 09:41:00,CALL,419.5993,420.8868,target,3,0,3,0.25,0.0030684035936188784,-0.0014990492119505896,0.002950433902058463,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-02-02 09:42:00,2024-02-02 09:46:00,PUT,421.2235,422.1545,stop_loss,3,0,3,0.25,-0.002210228061824621,-0.0017164284518789033,7.050888661243065e-05,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-02 09:47:00,2024-02-02 10:22:00,PUT,422.313,422.0654,time_stop,4,0,4,0.25,0.0005862949992066955,0.0,0.002954917324354248,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-02 10:23:00,2024-02-02 10:42:00,PUT,422.0852,422.9766,stop_loss,4,0,4,0.25,-0.0021118958921090645,-0.0012201328073099611,0.002815782216481356,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-02 10:43:00,2024-02-02 11:18:00,PUT,423.1251,423.1152,time_stop,3,0,3,0.25,2.3397335681478514e-05,-0.0006319644001266037,0.002270486908008942,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-02-05 09:30:00,2024-02-05 09:50:00,CALL,424.69,423.8779,stop_loss,3,0,3,0.25,-0.0019122183239539117,-0.0011662624502578023,0.0012126492264945875,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-02-05 09:51:00,2024-02-05 10:04:00,CALL,424.1354,423.3232,stop_loss,3,0,3,0.25,-0.0019149545168830955,-0.0014012034836046047,0.0009574772584414808,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-02-05 10:25:00,2024-02-05 10:42:00,PUT,422.6794,421.0106,target,4,0,4,0.25,0.003948146041657048,0.0,0.0029991998663762435,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-02-05 10:48:00,2024-02-05 11:07:00,PUT,421.4513,422.3427,stop_loss,3,0,3,0.25,-0.002115072370164657,-0.001363146821471426,4.745506776385298e-07,"consecutive_up, rsi_overbought_zone, near_above_emas"
2024-02-05 11:20:00,2024-02-05 11:55:00,PUT,422.7093,423.348,time_stop,3,0,3,0.25,-0.0015109674662942794,-0.0014054576040792711,0.0009493521907372088,"consecutive_up, near_above_emas, stoch_rsi_overbought"
