ticker,et,model,called,p_tight,p_normal,p_expanded,p_explosive,actual,next_bar_move_atr
QQQ,15:35,c49qf,TIGHT,0.690,0.243,0.057,0.010,TIGHT,0.024
QQQ,15:40,6hp7l,TIGHT,0.988,0.008,0.003,0.000,TIGHT,0.086
QQQ,15:40,c49qf,TIGHT,0.690,0.243,0.058,0.010,TIGHT,0.086
QQQ,15:45,6hp7l,TIGHT,0.946,0.026,0.016,0.011,TIGHT,0.026
QQQ,15:45,c49qf,EXPLOSIVE,0.604,0.277,0.066,0.054,TIGHT,0.026
QQQ,15:50,6hp7l,TIGHT,0.965,0.019,0.009,0.008,TIGHT,0.177
QQQ,15:50,c49qf,TIGHT,0.645,0.258,0.061,0.036,TIGHT,0.177
QQQ,15:55,6hp7l,TIGHT,0.978,0.016,0.005,0.002,,
QQQ,15:55,c49qf,TIGHT,0.673,0.242,0.058,0.027,,
SPY,09:45,6hp7l,TIGHT,0.837,0.109,0.045,0.009,TIGHT,0.360
SPY,09:45,c49qf,TIGHT,0.673,0.245,0.057,0.025,TIGHT,0.360
SPY,09:50,6hp7l,TIGHT,0.830,0.114,0.045,0.012,EXPANDED,1.046
SPY,09:50,c49qf,TIGHT,0.673,0.244,0.052,0.031,EXPANDED,1.046
SPY,09:55,6hp7l,TIGHT,0.824,0.121,0.044,0.010,TIGHT,0.252
SPY,09:55,c49qf,TIGHT,0.664,0.248,0.058,0.029,TIGHT,0.252
SPY,10:00,6hp7l,TIGHT,0.746,0.123,0.092,0.039,TIGHT,0.399
SPY,10:00,c49qf,TIGHT,0.650,0.246,0.073,0.031,TIGHT,0.399
SPY,10:05,6hp7l,TIGHT,0.848,0.108,0.032,0.012,TIGHT,0.210
SPY,10:05,c49qf,TIGHT,0.672,0.246,0.052,0.031,TIGHT,0.210
SPY,10:10,6hp7l,TIGHT,0.861,0.098,0.030,0.011,TIGHT,0.166
SPY,10:10,c49qf,TIGHT,0.665,0.238,0.077,0.021,TIGHT,0.166
SPY,10:15,6hp7l,TIGHT,0.859,0.099,0.033,0.009,TIGHT,0.369
SPY,10:15,c49qf,TIGHT,0.671,0.236,0.072,0.020,TIGHT,0.369
SPY,10:20,6hp7l,TIGHT,0.820,0.130,0.037,0.013,TIGHT,0.294
SPY,10:20,c49qf,TIGHT,0.669,0.242,0.063,0.026,TIGHT,0.294
SPY,10:25,6hp7l,TIGHT,0.835,0.117,0.035,0.013,TIGHT,0.451
SPY,10:25,c49qf,TIGHT,0.669,0.243,0.056,0.032,TIGHT,0.451
SPY,10:30,6hp7l,TIGHT,0.769,0.167,0.054,0.011,TIGHT,0.327
SPY,10:30,c49qf,TIGHT,0.678,0.253,0.055,0.014,TIGHT,0.327
SPY,10:35,6hp7l,TIGHT,0.788,0.163,0.042,0.007,TIGHT,0.077
SPY,10:35,c49qf,TIGHT,0.687,0.248,0.053,0.012,TIGHT,0.077
SPY,10:40,6hp7l,TIGHT,0.758,0.179,0.053,0.010,TIGHT,0.389
SPY,10:40,c49qf,TIGHT,0.690,0.246,0.052,0.012,TIGHT,0.389
SPY,10:45,6hp7l,TIGHT,0.688,0.207,0.081,0.024,TIGHT,0.454
SPY,10:45,c49qf,TIGHT,0.675,0.250,0.056,0.019,TIGHT,0.454
SPY,10:50,6hp7l,TIGHT,0.668,0.250,0.068,0.014,TIGHT,0.468
SPY,10:50,c49qf,TIGHT,0.661,0.254,0.051,0.034,TIGHT,0.468
SPY,10:55,6hp7l,TIGHT,0.675,0.245,0.059,0.020,NORMAL,0.541
SPY,10:55,c49qf,TIGHT,0.678,0.245,0.054,0.023,NORMAL,0.541
SPY,11:00,6hp7l,TIGHT,0.741,0.172,0.071,0.017,TIGHT,0.284
SPY,11:00,c49qf,EXPLOSIVE,0.661,0.234,0.050,0.054,TIGHT,0.284
SPY,11:05,6hp7l,TIGHT,0.798,0.145,0.042,0.015,TIGHT,0.466
SPY,11:05,c49qf,TIGHT,0.688,0.244,0.050,0.017,TIGHT,0.466
SPY,11:10,6hp7l,TIGHT,0.780,0.159,0.051,0.011,TIGHT,0.397
SPY,11:10,c49qf,TIGHT,0.679,0.245,0.051,0.025,TIGHT,0.397
SPY,11:15,6hp7l,TIGHT,0.795,0.148,0.049,0.009,TIGHT,0.133
SPY,11:15,c49qf,TIGHT,0.683,0.251,0.052,0.014,TIGHT,0.133
SPY,11:20,6hp7l,TIGHT,0.772,0.155,0.061,0.013,TIGHT,0.176
SPY,11:20,c49qf,TIGHT,0.658,0.252,0.057,0.033,TIGHT,0.176
SPY,11:25,6hp7l,TIGHT,0.788,0.158,0.046,0.008,TIGHT,0.097
SPY,11:25,c49qf,TIGHT,0.685,0.252,0.050,0.012,TIGHT,0.097
SPY,11:30,6hp7l,TIGHT,0.803,0.137,0.053,0.008,TIGHT,0.281
SPY,11:30,c49qf,TIGHT,0.679,0.245,0.051,0.024,TIGHT,0.281
SPY,11:35,6hp7l,TIGHT,0.765,0.160,0.061,0.013,TIGHT,0.014
SPY,11:35,c49qf,TIGHT,0.675,0.248,0.050,0.026,TIGHT,0.014
SPY,11:40,6hp7l,TIGHT,0.736,0.183,0.067,0.014,TIGHT,0.353
SPY,11:40,c49qf,TIGHT,0.675,0.243,0.052,0.030,TIGHT,0.353
SPY,11:45,6hp7l,TIGHT,0.680,0.215,0.087,0.018,EXPANDED,1.384
SPY,11:45,c49qf,TIGHT,0.661,0.246,0.060,0.033,EXPANDED,1.384
SPY,11:50,6hp7l,EXPANDED,0.577,0.190,0.209,0.025,EXPANDED,1.326
SPY,11:50,c49qf,TIGHT,0.650,0.250,0.071,0.030,EXPANDED,1.326
SPY,11:55,6hp7l,EXPANDED,0.600,0.222,0.147,0.030,TIGHT,0.027
SPY,11:55,c49qf,TIGHT,0.652,0.258,0.058,0.032,TIGHT,0.027
SPY,12:00,6hp7l,TIGHT,0.668,0.207,0.099,0.025,TIGHT,0.340
SPY,12:00,c49qf,TIGHT,0.659,0.255,0.054,0.031,TIGHT,0.340
SPY,12:05,6hp7l,TIGHT,0.815,0.144,0.035,0.007,TIGHT,0.355
SPY,12:05,c49qf,TIGHT,0.666,0.245,0.072,0.016,TIGHT,0.355
SPY,12:10,6hp7l,TIGHT,0.709,0.168,0.096,0.027,TIGHT,0.055
SPY,12:10,c49qf,TIGHT,0.651,0.252,0.064,0.033,TIGHT,0.055
SPY,12:15,6hp7l,TIGHT,0.860,0.081,0.043,0.017,TIGHT,0.430
SPY,12:15,c49qf,TIGHT,0.679,0.239,0.062,0.019,TIGHT,0.430
SPY,12:20,6hp7l,TIGHT,0.943,0.042,0.012,0.004,TIGHT,0.156
SPY,12:20,c49qf,TIGHT,0.698,0.244,0.049,0.009,TIGHT,0.156
SPY,12:25,6hp7l,TIGHT,0.949,0.041,0.008,0.003,TIGHT,0.146
SPY,12:25,c49qf,TIGHT,0.688,0.240,0.063,0.010,TIGHT,0.146
SPY,12:30,6hp7l,TIGHT,0.910,0.068,0.019,0.003,TIGHT,0.016
SPY,12:30,c49qf,TIGHT,0.689,0.241,0.060,0.010,TIGHT,0.016
SPY,12:35,6hp7l,TIGHT,0.949,0.042,0.007,0.003,TIGHT,0.081
SPY,12:35,c49qf,TIGHT,0.697,0.244,0.049,0.010,TIGHT,0.081
SPY,12:40,6hp7l,TIGHT,0.916,0.039,0.032,0.013,TIGHT,0.431
SPY,12:40,c49qf,TIGHT,0.690,0.242,0.055,0.013,TIGHT,0.431
SPY,12:45,6hp7l,TIGHT,0.986,0.005,0.006,0.003,TIGHT,0.194
SPY,12:45,c49qf,TIGHT,0.699,0.245,0.047,0.010,TIGHT,0.194
SPY,12:50,6hp7l,TIGHT,0.993,0.002,0.003,0.002,TIGHT,0.003
SPY,12:50,c49qf,TIGHT,0.692,0.242,0.055,0.012,TIGHT,0.003
SPY,12:55,6hp7l,TIGHT,0.980,0.007,0.008,0.004,TIGHT,0.007
SPY,12:55,c49qf,TIGHT,0.698,0.244,0.048,0.010,TIGHT,0.007
SPY,13:00,6hp7l,TIGHT,0.995,0.002,0.002,0.002,TIGHT,0.018
SPY,13:00,c49qf,TIGHT,0.718,0.226,0.045,0.012,TIGHT,0.018
SPY,13:05,6hp7l,TIGHT,0.994,0.002,0.003,0.001,TIGHT,0.017
SPY,13:05,c49qf,TIGHT,0.716,0.225,0.048,0.011,TIGHT,0.017
SPY,13:10,6hp7l,TIGHT,0.997,0.002,0.001,0.001,TIGHT,0.007
SPY,13:10,c49qf,TIGHT,0.711,0.240,0.040,0.009,TIGHT,0.007
SPY,13:15,6hp7l,TIGHT,0.997,0.002,0.001,0.000,TIGHT,0.013
SPY,13:15,c49qf,TIGHT,0.732,0.231,0.030,0.007,TIGHT,0.013
SPY,13:20,6hp7l,TIGHT,0.996,0.002,0.001,0.001,TIGHT,0.002
SPY,13:20,c49qf,TIGHT,0.716,0.226,0.044,0.014,TIGHT,0.002
SPY,13:25,6hp7l,TIGHT,0.996,0.002,0.001,0.001,TIGHT,0.002
SPY,13:25,c49qf,TIGHT,0.708,0.247,0.037,0.008,TIGHT,0.002
SPY,13:30,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.002
SPY,13:30,c49qf,TIGHT,0.718,0.251,0.026,0.005,TIGHT,0.002
SPY,13:35,6hp7l,TIGHT,0.997,0.002,0.000,0.001,TIGHT,0.007
SPY,13:35,c49qf,TIGHT,0.716,0.250,0.026,0.008,TIGHT,0.007
SPY,13:40,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.023
SPY,13:40,c49qf,TIGHT,0.715,0.250,0.026,0.009,TIGHT,0.023
SPY,13:45,6hp7l,TIGHT,0.993,0.003,0.003,0.001,TIGHT,0.001
SPY,13:45,c49qf,TIGHT,0.670,0.242,0.048,0.041,TIGHT,0.001
SPY,13:50,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.015
SPY,13:50,c49qf,TIGHT,0.716,0.250,0.026,0.009,TIGHT,0.015
SPY,13:55,6hp7l,TIGHT,0.998,0.001,0.000,0.001,TIGHT,0.010
SPY,13:55,c49qf,TIGHT,0.713,0.249,0.026,0.012,TIGHT,0.010
SPY,14:00,6hp7l,TIGHT,0.995,0.002,0.002,0.001,TIGHT,0.018
SPY,14:00,c49qf,TIGHT,0.696,0.243,0.047,0.013,TIGHT,0.018
SPY,14:05,6hp7l,TIGHT,0.996,0.002,0.002,0.000,TIGHT,0.020
SPY,14:05,c49qf,TIGHT,0.699,0.244,0.048,0.008,TIGHT,0.020
SPY,14:10,6hp7l,TIGHT,0.998,0.001,0.001,0.000,TIGHT,0.021
SPY,14:10,c49qf,TIGHT,0.702,0.245,0.048,0.005,TIGHT,0.021
SPY,14:15,6hp7l,TIGHT,0.997,0.002,0.001,0.000,TIGHT,0.007
SPY,14:15,c49qf,TIGHT,0.700,0.244,0.047,0.008,TIGHT,0.007
SPY,14:20,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.006
SPY,14:20,c49qf,TIGHT,0.718,0.251,0.024,0.008,TIGHT,0.006
SPY,14:25,6hp7l,TIGHT,0.996,0.002,0.001,0.001,TIGHT,0.071
SPY,14:25,c49qf,TIGHT,0.699,0.244,0.048,0.008,TIGHT,0.071
SPY,14:30,6hp7l,TIGHT,0.996,0.001,0.002,0.001,TIGHT,0.009
SPY,14:30,c49qf,TIGHT,0.672,0.248,0.050,0.031,TIGHT,0.009
SPY,14:35,6hp7l,TIGHT,0.997,0.002,0.001,0.001,TIGHT,0.012
SPY,14:35,c49qf,TIGHT,0.705,0.246,0.041,0.008,TIGHT,0.012
SPY,14:40,6hp7l,TIGHT,0.997,0.002,0.000,0.000,TIGHT,0.044
SPY,14:40,c49qf,TIGHT,0.716,0.250,0.026,0.008,TIGHT,0.044
SPY,14:45,6hp7l,TIGHT,0.996,0.002,0.001,0.000,TIGHT,0.007
SPY,14:45,c49qf,TIGHT,0.715,0.250,0.026,0.009,TIGHT,0.007
SPY,14:50,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.033
SPY,14:50,c49qf,TIGHT,0.716,0.250,0.027,0.007,TIGHT,0.033
SPY,14:55,6hp7l,TIGHT,0.997,0.002,0.000,0.000,TIGHT,0.018
SPY,14:55,c49qf,TIGHT,0.715,0.250,0.026,0.009,TIGHT,0.018
SPY,15:00,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.016
SPY,15:00,c49qf,TIGHT,0.714,0.250,0.027,0.009,TIGHT,0.016
SPY,15:05,6hp7l,TIGHT,0.997,0.002,0.000,0.000,TIGHT,0.028
SPY,15:05,c49qf,TIGHT,0.715,0.250,0.026,0.009,TIGHT,0.028
SPY,15:10,6hp7l,TIGHT,0.998,0.001,0.000,0.000,TIGHT,0.069
SPY,15:10,c49qf,TIGHT,0.715,0.250,0.026,0.009,TIGHT,0.069
SPY,15:15,6hp7l,TIGHT,0.998,0.001,0.001,0.000,TIGHT,0.052
SPY,15:15,c49qf,TIGHT,0.704,0.246,0.041,0.009,TIGHT,0.052
SPY,15:20,6hp7l,TIGHT,0.997,0.001,0.001,0.001,TIGHT,0.051
SPY,15:20,c49qf,TIGHT,0.686,0.239,0.048,0.026,TIGHT,0.051
SPY,15:25,6hp7l,TIGHT,0.996,0.002,0.001,0.001,TIGHT,0.008
SPY,15:25,c49qf,TIGHT,0.705,0.247,0.034,0.014,TIGHT,0.008
SPY,15:30,6hp7l,TIGHT,0.994,0.002,0.003,0.002,TIGHT,0.029
SPY,15:30,c49qf,TIGHT,0.662,0.244,0.052,0.042,TIGHT,0.029
SPY,15:35,6hp7l,TIGHT,0.998,0.001,0.001,0.001,TIGHT,0.020
SPY,15:35,c49qf,TIGHT,0.707,0.247,0.033,0.013,TIGHT,0.020
SPY,15:40,6hp7l,TIGHT,0.998,0.001,0.000,0.001,TIGHT,0.018
SPY,15:40,c49qf,TIGHT,0.714,0.249,0.026,0.011,TIGHT,0.018
SPY,15:45,6hp7l,TIGHT,0.995,0.003,0.001,0.001,TIGHT,0.029
SPY,15:45,c49qf,TIGHT,0.702,0.246,0.034,0.019,TIGHT,0.029
SPY,15:50,6hp7l,TIGHT,0.995,0.003,0.002,0.001,TIGHT,0.081
SPY,15:50,c49qf,TIGHT,0.715,0.250,0.026,0.010,TIGHT,0.081
SPY,15:55,6hp7l,TIGHT,0.996,0.002,0.001,0.001,,
SPY,15:55,c49qf,TIGHT,0.708,0.248,0.034,0.009,,
