ticker,strat_combo,vix_tercile,n,mean_bps,hit_pct
IWM,clean_2u_bull,HIGH,204,-3.3223724853832324,46.5686274509804
IWM,clean_2u_bull,LOW,207,1.1027160712236597,44.44444444444444
IWM,clean_2u_bull,MID,205,8.095839844378908,61.95121951219512
IWM,f2d_bull_reversal,HIGH,97,4.867088253775305,50.51546391752577
IWM,f2d_bull_reversal,LOW,91,-0.4460760841547906,52.74725274725275
IWM,f2d_bull_reversal,MID,93,-1.6977102598662397,50.53763440860215
IWM,f2u_bear_reversal,HIGH,101,-2.438867696648743,50.495049504950494
IWM,f2u_bear_reversal,LOW,82,4.4014947827576,52.4390243902439
IWM,f2u_bear_reversal,MID,94,-4.799733912638216,45.74468085106383
IWM,none,HIGH,2207,0.0304007194593307,51.56320797462619
IWM,none,LOW,2305,2.149807571261356,52.017353579175705
IWM,none,MID,2240,1.1187411805940943,52.098214285714285
QQQ,11_inside_compression,HIGH,64,-18.794498523623105,43.75
QQQ,11_inside_compression,LOW,118,0.2219559969467487,52.54237288135594
QQQ,11_inside_compression,MID,112,4.165440695877964,62.5
QQQ,132_bear_continuation,HIGH,80,2.212861276759215,52.5
QQQ,132_bear_continuation,LOW,85,-4.69178898413686,51.76470588235295
QQQ,132_bear_continuation,MID,64,6.610925211033485,53.125
QQQ,132_bull_continuation,HIGH,67,1.6532090262299992,50.74626865671642
QQQ,132_bull_continuation,LOW,95,8.693623530494897,64.21052631578948
QQQ,132_bull_continuation,MID,72,7.181878831407474,48.61111111111111
QQQ,212_bear_continuation,HIGH,183,-9.982972366113934,50.81967213114754
QQQ,212_bear_continuation,LOW,172,5.516723075943159,59.30232558139535
QQQ,212_bear_continuation,MID,197,15.762315253551982,58.88324873096447
QQQ,212_bear_reversal,HIGH,273,5.270503347854384,54.94505494505495
QQQ,212_bear_reversal,LOW,371,7.805109058798457,61.725067385444746
QQQ,212_bear_reversal,MID,315,4.926030492114275,57.77777777777777
QQQ,212_bull_continuation,HIGH,198,4.364318000835746,51.010101010101
QQQ,212_bull_continuation,LOW,255,2.163502914202394,54.50980392156863
QQQ,212_bull_continuation,MID,200,-8.69216941230482,50.0
QQQ,212_bull_reversal,HIGH,343,-3.796420346622074,47.521865889212826
QQQ,212_bull_reversal,LOW,365,4.996380878273111,60.273972602739725
QQQ,212_bull_reversal,MID,322,6.878541035428813,57.7639751552795
QQQ,22_bear_continuation,HIGH,1976,1.0377756245840264,49.74696356275304
QQQ,22_bear_continuation,LOW,1275,7.043641196833517,61.01960784313726
QQQ,22_bear_continuation,MID,1513,1.6439235589968708,52.94117647058824
QQQ,22_bear_reversal,HIGH,1399,-0.1015892551924532,51.75125089349535
QQQ,22_bear_reversal,LOW,1275,2.727108047054829,58.82352941176471
QQQ,22_bear_reversal,MID,1298,3.49513910510692,56.24036979969184
QQQ,22_bull_continuation,HIGH,2087,0.2621016699668798,53.71346430282703
QQQ,22_bull_continuation,LOW,2213,5.007985834224869,59.15047446904654
QQQ,22_bull_continuation,MID,2166,4.393118176343763,56.92520775623269
QQQ,22_bull_reversal,HIGH,1373,-0.6364608540182386,52.73124544792426
QQQ,22_bull_reversal,LOW,1284,3.831407201678149,56.54205607476636
QQQ,22_bull_reversal,MID,1311,3.9345315204421816,56.06407322654462
QQQ,312_bear_reversal,HIGH,62,15.417743708243671,50.0
QQQ,312_bear_reversal,LOW,54,11.132627964958012,55.55555555555556
QQQ,312_bear_reversal,MID,65,20.415291409622693,66.15384615384615
QQQ,312_bull_reversal,HIGH,99,-4.021844929223143,51.51515151515152
QQQ,312_bull_reversal,LOW,120,7.886622211077698,63.33333333333333
QQQ,312_bull_reversal,MID,121,10.712701555733254,55.371900826446286
QQQ,322_bear_continuation,HIGH,208,-9.261649564482626,47.11538461538461
QQQ,322_bear_continuation,LOW,134,11.657473272873892,63.43283582089553
QQQ,322_bear_continuation,MID,144,-8.19968626483121,45.13888888888889
QQQ,322_bull_continuation,HIGH,202,5.759483021008781,52.47524752475248
QQQ,322_bull_continuation,LOW,171,7.537192840000869,60.23391812865497
QQQ,322_bull_continuation,MID,209,6.181381461058368,58.85167464114832
QQQ,32_bear_reversal,HIGH,64,14.292708149784238,60.9375
QQQ,32_bear_reversal,LOW,36,7.377723023838119,69.44444444444444
QQQ,32_bear_reversal,MID,59,-0.6920710552469828,57.6271186440678
QQQ,32_bull_reversal,HIGH,69,5.227383704969498,52.17391304347826
QQQ,32_bull_reversal,LOW,49,-4.230086300748145,53.06122448979592
QQQ,32_bull_reversal,MID,72,-7.068651199951781,48.61111111111111
QQQ,clean_2d_bear,HIGH,224,-3.3550590974461327,53.125
QQQ,clean_2d_bear,LOW,147,7.511657969649775,59.18367346938776
QQQ,clean_2d_bear,MID,187,8.583018602119688,57.75401069518716
QQQ,clean_2u_bull,HIGH,212,-2.823392846183517,50.0
QQQ,clean_2u_bull,LOW,204,7.893428043927647,58.82352941176471
QQQ,clean_2u_bull,MID,230,7.984263604773375,60.0
QQQ,f2d_bull_reversal,HIGH,101,4.634406217292311,50.495049504950494
QQQ,f2d_bull_reversal,LOW,115,2.5795951361577405,54.78260869565217
QQQ,f2d_bull_reversal,MID,85,-3.3010885868490245,50.588235294117645
QQQ,f2u_bear_reversal,HIGH,95,24.598960806314818,57.89473684210527
QQQ,f2u_bear_reversal,LOW,93,4.813231167035664,59.13978494623656
QQQ,f2u_bear_reversal,MID,86,-3.335639854917477,55.81395348837209
QQQ,none,HIGH,2124,1.7440885610197998,51.930320150659135
QQQ,none,LOW,2224,6.501366564286801,60.11690647482014
QQQ,none,MID,2178,5.482490724756311,56.70339761248853
SPY,11_inside_compression,HIGH,68,-3.197158932922138,45.588235294117645
SPY,11_inside_compression,LOW,116,2.903683928905391,57.75862068965517
SPY,11_inside_compression,MID,84,1.0192956390471235,51.19047619047619
SPY,132_bear_continuation,HIGH,73,11.533185641675836,56.16438356164384
SPY,132_bear_continuation,LOW,71,12.88432478276903,69.01408450704226
SPY,132_bear_continuation,MID,69,8.925721966362309,60.86956521739131
SPY,132_bull_continuation,HIGH,60,13.304436815201525,50.0
SPY,132_bull_continuation,LOW,100,6.417946314969235,60.0
SPY,132_bull_continuation,MID,89,4.342401418604535,58.42696629213483
SPY,212_bear_continuation,HIGH,189,-7.744612072178095,48.14814814814815
SPY,212_bear_continuation,LOW,174,1.214273349399312,56.896551724137936
SPY,212_bear_continuation,MID,181,6.222138139839381,58.5635359116022
SPY,212_bear_reversal,HIGH,285,4.824112090583315,52.28070175438596
SPY,212_bear_reversal,LOW,305,5.394740758392466,60.0
SPY,212_bear_reversal,MID,311,3.940713148562355,57.87781350482315
SPY,212_bull_continuation,HIGH,180,5.1222385321389945,51.11111111111111
SPY,212_bull_continuation,LOW,271,1.2164643143438387,53.50553505535055
SPY,212_bull_continuation,MID,206,-5.492270766751339,52.42718446601942
SPY,212_bull_reversal,HIGH,311,-3.9231688731063543,50.80385852090033
SPY,212_bull_reversal,LOW,352,4.227087808581609,59.65909090909091
SPY,212_bull_reversal,MID,330,6.536679874577948,57.57575757575758
SPY,22_bear_continuation,HIGH,2075,-0.0290653612819164,50.65060240963856
SPY,22_bear_continuation,LOW,1306,5.988135038511483,60.8728943338438
SPY,22_bear_continuation,MID,1515,2.773598979065739,55.97359735973597
SPY,22_bear_reversal,HIGH,1378,0.7197569530589095,51.59651669085631
SPY,22_bear_reversal,LOW,1291,3.8984535818298607,57.47482571649884
SPY,22_bear_reversal,MID,1350,4.011712456753332,56.81481481481482
SPY,22_bull_continuation,HIGH,2008,-0.1632930501160362,54.03386454183266
SPY,22_bull_continuation,LOW,2137,3.6814025881335297,57.37014506317267
SPY,22_bull_continuation,MID,2174,2.8967297031185093,56.945722171113154
SPY,22_bull_reversal,HIGH,1394,0.0317517878933594,51.64992826398852
SPY,22_bull_reversal,LOW,1277,3.903443115778341,55.59906029757244
SPY,22_bull_reversal,MID,1313,3.2573835637159325,56.13099771515613
SPY,312_bear_reversal,HIGH,63,-0.5558779515401192,55.55555555555556
SPY,312_bear_reversal,LOW,61,4.84328925049832,49.18032786885246
SPY,312_bear_reversal,MID,57,-0.8873519428349868,54.38596491228071
SPY,312_bull_reversal,HIGH,88,-9.224164713688715,51.13636363636363
SPY,312_bull_reversal,LOW,126,7.265322571561684,63.49206349206349
SPY,312_bull_reversal,MID,94,3.6716828841582094,47.87234042553192
SPY,322_bear_continuation,HIGH,196,-5.862848422780591,52.55102040816326
SPY,322_bear_continuation,LOW,151,7.6393474730566595,58.94039735099338
SPY,322_bear_continuation,MID,148,4.483371612361432,50.67567567567568
SPY,322_bull_continuation,HIGH,192,-0.1217432294698975,48.95833333333333
SPY,322_bull_continuation,LOW,189,6.404912486592852,58.730158730158735
SPY,322_bull_continuation,MID,221,4.798215676954429,62.44343891402715
SPY,32_bear_reversal,HIGH,59,33.12821802889156,67.79661016949152
SPY,32_bear_reversal,LOW,52,3.697696060380029,61.53846153846154
SPY,32_bear_reversal,MID,57,11.744759278507884,61.40350877192983
SPY,32_bull_reversal,HIGH,75,-11.899751940991475,49.333333333333336
SPY,32_bull_reversal,LOW,69,5.236041000953353,56.52173913043478
SPY,32_bull_reversal,MID,64,-1.6584539744501268,54.6875
SPY,clean_2d_bear,HIGH,201,-12.176193400564872,43.28358208955223
SPY,clean_2d_bear,LOW,186,2.674787676874702,56.98924731182796
SPY,clean_2d_bear,MID,169,1.8925634299471883,52.66272189349112
SPY,clean_2u_bull,HIGH,227,-5.2466679845679165,47.57709251101321
SPY,clean_2u_bull,LOW,198,5.198928092909083,59.09090909090909
SPY,clean_2u_bull,MID,235,4.556819065704096,57.87234042553191
SPY,f2d_bull_reversal,HIGH,115,6.868043024093184,53.04347826086957
SPY,f2d_bull_reversal,LOW,98,0.637664859617045,55.10204081632652
SPY,f2d_bull_reversal,MID,91,1.6930297349627237,50.54945054945055
SPY,f2u_bear_reversal,HIGH,86,0.2306616423031056,52.32558139534884
SPY,f2u_bear_reversal,LOW,77,4.925095270034482,54.54545454545454
SPY,f2u_bear_reversal,MID,93,-3.864199096411727,47.31182795698925
SPY,none,HIGH,2078,1.0931975663299265,51.44369586140519
SPY,none,LOW,2240,3.911273557050402,57.63392857142857
SPY,none,MID,2110,3.109156070578945,57.01421800947867
