ticker,strat_combo,vex_tercile,n,mean_bps,hit_pct
IWM,f2u_bear_reversal,LOW,536,1.9374560071017837,50.373134328358205
IWM,f2u_bear_reversal,MID,503,-0.7705014546694628,48.31013916500994
IWM,none,HIGH,13450,0.0418676723360652,51.71747211895911
IWM,none,LOW,12840,-0.012259725423678,50.45171339563864
IWM,none,MID,13318,1.1046310476667056,52.32016819342243
IWM,none,,78,-6.098975380548239,50.0
QQQ,11_inside_compression,LOW,67,1.791372129755882,58.2089552238806
QQQ,132_bear_continuation,LOW,69,6.261156969941104,55.072463768115945
QQQ,132_bull_continuation,LOW,66,2.527706954936241,54.54545454545454
QQQ,212_bear_continuation,LOW,153,4.190125647030311,53.59477124183007
QQQ,212_bear_reversal,LOW,226,1.629095036243785,58.4070796460177
QQQ,212_bull_continuation,LOW,163,-1.0555175121661582,51.53374233128834
QQQ,212_bull_reversal,LOW,228,0.175708124545741,48.68421052631579
QQQ,22_bear_continuation,LOW,1384,0.6857176072722747,52.601156069364166
QQQ,22_bear_reversal,LOW,997,-0.6643839948875059,50.95285857572718
QQQ,22_bull_continuation,LOW,1569,0.6241419934620112,52.19885277246655
QQQ,22_bull_reversal,LOW,981,0.1137300916142618,51.27420998980632
QQQ,312_bear_reversal,LOW,67,-5.214119399004758,43.28358208955223
QQQ,312_bull_reversal,LOW,96,2.6046078089179185,58.333333333333336
QQQ,322_bear_continuation,LOW,120,2.03973435840214,55.00000000000001
QQQ,322_bull_continuation,LOW,128,0.4291389580432314,50.0
QQQ,32_bull_reversal,LOW,35,5.929728701677993,57.14285714285714
QQQ,clean_2d_bear,LOW,142,4.881790093108958,50.0
QQQ,clean_2u_bull,LOW,148,-2.7256137587332048,43.91891891891892
QQQ,f2d_bull_reversal,LOW,67,4.003890380950163,56.71641791044776
QQQ,f2u_bear_reversal,LOW,66,4.97843823738014,54.54545454545454
QQQ,none,LOW,1613,1.3836790201295763,52.44885306881587
SPY,111_inside_compression,HIGH,50,1.3319375901475958,68.0
SPY,111_inside_compression,LOW,39,0.0452953019952435,48.71794871794872
SPY,111_inside_compression,MID,37,1.5584051785438018,59.45945945945946
SPY,11_inside_compression,HIGH,684,0.7373981461075121,55.70175438596491
SPY,11_inside_compression,LOW,649,0.3330723364638132,52.2342064714946
SPY,11_inside_compression,MID,646,0.0665155943026599,55.26315789473685
SPY,132_bear_continuation,HIGH,425,1.1718908397243593,52.94117647058824
SPY,132_bear_continuation,LOW,565,-1.521139180508761,48.67256637168141
SPY,132_bear_continuation,MID,601,0.9489493568842184,52.079866888519135
SPY,132_bull_continuation,HIGH,452,0.3537444463546039,48.89380530973451
SPY,132_bull_continuation,LOW,532,0.3398771911769037,54.88721804511278
SPY,132_bull_continuation,MID,667,-0.5308231927159246,52.17391304347826
SPY,212_bear_continuation,HIGH,1038,2.115168788497552,56.64739884393064
SPY,212_bear_continuation,LOW,1301,1.457291448273421,55.11145272867025
SPY,212_bear_continuation,MID,1296,1.6150241338402558,56.558641975308646
SPY,212_bear_reversal,HIGH,1948,0.8630402941022413,53.336755646817245
SPY,212_bear_reversal,LOW,2044,0.9250900878157096,52.10371819960861
SPY,212_bear_reversal,MID,2410,0.5186570487868464,52.65560165975104
SPY,212_bull_continuation,HIGH,1332,-0.2324225594471418,53.003003003003
SPY,212_bull_continuation,LOW,1434,0.0743333522761118,52.58019525801952
SPY,212_bull_continuation,MID,1491,0.0517758901185507,50.83836351441985
SPY,212_bull_reversal,HIGH,1951,0.0547890037748344,52.12711430035879
SPY,212_bull_reversal,LOW,2144,-0.5688171647228162,51.77238805970149
SPY,212_bull_reversal,MID,2333,0.208925445220952,51.693099014144885
SPY,22_bear_continuation,HIGH,8334,0.77260966957544,53.3357331413487
SPY,22_bear_continuation,LOW,10635,0.5113224884967402,52.223789374706165
SPY,22_bear_continuation,MID,11730,0.587049688283351,52.26768968456948
SPY,22_bear_continuation,,60,5.924858224240206,68.33333333333333
SPY,22_bear_reversal,HIGH,6057,0.3377252307194813,52.08849265312862
SPY,22_bear_reversal,LOW,7995,0.2314953234340667,52.97060662914321
SPY,22_bear_reversal,MID,8384,0.4589946435806813,52.50477099236641
SPY,22_bear_reversal,,48,-3.3569615924374587,37.5
SPY,22_bull_continuation,HIGH,9497,-0.1065248969829405,51.51100347478151
SPY,22_bull_continuation,LOW,12396,0.6633505442492823,53.56566634398193
SPY,22_bull_continuation,MID,12881,-0.2776378886081616,52.674481794891705
SPY,22_bull_continuation,,55,-3.587740737812929,41.81818181818181
SPY,22_bull_reversal,HIGH,6077,0.3918209029930809,52.85502715155504
SPY,22_bull_reversal,LOW,7984,0.1201863881691832,52.09168336673346
SPY,22_bull_reversal,MID,8405,0.02251859325232,51.9214753123141
SPY,22_bull_reversal,,43,-5.552700240067408,41.86046511627907
SPY,312_bear_reversal,HIGH,365,0.5973316845904557,51.78082191780822
SPY,312_bear_reversal,LOW,467,0.4335359017701417,53.96145610278372
SPY,312_bear_reversal,MID,531,1.4513860520818958,55.55555555555556
SPY,312_bull_reversal,HIGH,587,-0.5894439123320303,52.640545144804086
SPY,312_bull_reversal,LOW,752,0.2274000099588602,52.659574468085104
SPY,312_bull_reversal,MID,852,0.5606014683799359,53.05164319248826
SPY,322_bear_continuation,HIGH,716,1.231497329924481,55.02793296089386
SPY,322_bear_continuation,LOW,1113,-0.8189727620047045,48.51752021563343
SPY,322_bear_continuation,MID,1182,1.8617832227440103,51.60744500846024
SPY,322_bull_continuation,HIGH,799,1.3369396625359329,50.81351689612015
SPY,322_bull_continuation,LOW,1241,0.4972559374078895,53.02175664786463
SPY,322_bull_continuation,MID,1313,0.0193704586723791,51.25666412795125
SPY,32_bear_reversal,HIGH,172,0.4011083441840693,55.81395348837209
SPY,32_bear_reversal,LOW,302,1.5607434967877407,50.99337748344372
SPY,32_bear_reversal,MID,339,4.767554353161747,60.47197640117994
SPY,32_bull_reversal,HIGH,206,0.0839924036724627,56.79611650485437
SPY,32_bull_reversal,LOW,356,-0.3134493779167163,52.80898876404494
SPY,32_bull_reversal,MID,377,-0.597695444346584,49.3368700265252
SPY,clean_2d_bear,HIGH,962,1.1588103809212742,54.054054054054056
SPY,clean_2d_bear,LOW,1315,0.5600028647352346,52.01520912547528
SPY,clean_2d_bear,MID,1275,-0.0896956546851698,50.50980392156863
SPY,clean_2u_bull,HIGH,969,1.5677848087535111,51.702786377708975
SPY,clean_2u_bull,LOW,1318,0.8195168293952829,51.82094081942337
SPY,clean_2u_bull,MID,1396,1.0235067108213265,52.50716332378224
SPY,f2d_bull_reversal,HIGH,352,1.118793968595044,53.69318181818182
SPY,f2d_bull_reversal,LOW,585,-1.3110353457280943,51.11111111111111
SPY,f2d_bull_reversal,MID,558,0.7831737785427294,53.04659498207885
SPY,f2u_bear_reversal,HIGH,343,3.266871817842464,49.56268221574344
SPY,f2u_bear_reversal,LOW,487,1.5577993699010324,53.798767967145785
SPY,f2u_bear_reversal,MID,590,-0.6678632056816484,52.3728813559322
SPY,none,HIGH,11354,0.5178854671412657,52.36040162057425
SPY,none,LOW,14034,0.3206734243291644,52.75046316089497
SPY,none,MID,15083,0.7100983722920923,53.41775508851024
SPY,none,,121,3.0116878842985404,55.371900826446286
