ticker,date,open,high,low,close,volume,rsi_14,atr_14,rvol,volatility_5d,volatility_20d,consecutive_up,consecutive_down,price_vs_vwap,price_vs_ema9,price_vs_ema20,strat_candle,strat_combo,strat_setup,ftfc_score,ftfc_direction,macd,macd_signal,macd_histogram,bb_width,bb_pct,gap_pct,c1d,vix_close
IWM,2017-05-24,137.51,138.03,136.83,137.49,21498417,50.05904936564383,1.6332186909468784,0.8101036039784548,,0.13155362632985987,3,0,,0.2298155891415847,0.0157619356062053,2U,22_bull_continuation,,,,-0.17980145411584658,0.011153047117661352,-0.19095450123350793,5.692103653302638,0.39748956878860414,,137.58,10.02
IWM,2017-05-25,138.14,138.61,137.2,137.58,22800414,50.46928054498238,1.617274498736389,0.859495680615033,,0.1316845941595128,3,0,,0.23620070542722757,0.07348953500205355,2U,22_bull_continuation,,,,-0.14416518592605598,-0.019910599491082117,-0.12425458643497386,5.051851145861576,0.43566714643477694,,137.54,9.99
IWM,2017-05-26,137.38,137.79,136.78,137.54,20047267,50.271630463916956,1.5738977488266461,0.7718106667121629,,0.12350061908138499,2,1,,0.1655778628543298,0.04016446048679926,2D,22_bear_reversal,,,,-0.11779300787506486,-0.03948708116787866,-0.0783059267071862,4.946528479645451,0.4415751872875641,,136.46,9.81
IWM,2017-05-30,137.12,137.44,136.22,136.46,25544111,45.13230793921045,1.5557621953390282,0.9747697660695335,,0.12377677542081625,1,2,,-0.49737642124458115,-0.6748678252344729,2D,22_bear_continuation,,,,-0.18194252070833272,-0.06797816907596949,-0.11396435163236324,4.712229196457372,0.24555567014834212,,136.32,10.38
IWM,2017-05-31,136.84,136.92,134.64,136.32,34345409,44.4972619835565,1.607493467100526,1.2709765506693729,,0.12292666620704745,0,3,,-0.48014390149352393,-0.7033118546962173,2D,22_bear_continuation,,,,-0.24129678266365318,-0.10264189179350623,-0.13865489087014693,4.641187348076642,0.24198412815715187,,138.95,10.41
IWM,2017-06-01,136.72,139.0,136.27,138.95,44612118,56.7958548427795,1.6876725051647734,1.5989189169079783,,0.14065975287616553,1,2,,1.1485937700969113,1.0956711801768937,2U,22_bull_reversal,,,,-0.07524901886608859,-0.09716331720802271,0.02191429834193412,4.76313300254634,0.7938192150527448,,139.85,9.89
IWM,2017-06-02,139.45,141.02,139.05,139.85,46675286,60.05757633192967,1.7149816119387198,1.612535115803124,,0.14219103942790992,2,1,,1.4378118102806572,1.5811343930593802,2U,22_bull_continuation,,,,0.12749779344102308,-0.05223109507821356,0.17972888851923663,5.1530123228986895,0.9292634795710497,,138.98,9.75
IWM,2017-06-05,139.96,140.11,138.95,138.98,20808877,55.68141664656431,1.675340068228813,0.7226458601910297,,0.14247392839955425,2,1,,0.6443779887987715,0.8580271741834724,2D,22_bear_reversal,,,,0.2154903353518307,0.0013131910077952974,0.2141771443440354,5.150920306114756,0.7606330364704524,,138.85,10.07
IWM,2017-06-06,138.11,139.66,137.81,138.85,25460884,55.03608689213632,1.6878157776410403,0.8709207536151534,,0.14166692934781977,1,2,,0.43970540217997583,0.6904517741378134,2D,22_bear_continuation,,,,0.27160426037761454,0.05537140488175915,0.21623285549585539,5.217562266034349,0.7281716900150834,,138.98,10.45
IWM,2017-06-07,138.86,139.53,138.49,138.98,20539219,55.5903720275967,1.641543222095251,0.7067382962040611,,0.14166954327670384,1,2,,0.4265393126394757,0.7094585544892078,1,nan,,,,0.322843326875045,0.10886578928041633,0.21397753759462868,5.312308725963248,0.7426440304005978,,140.88,10.39
